pod_name,app_name,model_name,app_pod_num,app_qps,model_architecture_json,gpu_type,f_peak,memory_bandwidth,memory_size,n_gpu_hardware,tensor_parallelism,qps_timeseries,execute_token_size_timeseries,u_gpu,n_gpu_runtime,inference_engine,task_function
queryrec-session2bigmodel-tbstars-nothink-na61-custom accelerator.ference-part0-2aeaffc7-a-c52c,queryrec_session2bigmodel_tbstars_nothink,tbstars2_0-moe-15A1_5,13,199,"{
  ""custom accelerator"": {""mem_bandwidth"": 2765 * (1024**3), ""FP16"": 118e12, ""INT8"": 236e12, ""memsize"": 96 * (1024**3), ""onchip_buffer"": 0,  ""interconnect_bandwidth"": 700 * (1024**3)},
  ""gpu_type"": ""custom accelerator"",
  ""f_peak"": 118.0,  #""FP16的值""
  ""memory_bandwidth"": 2765.0,
  ""memory_size"": 96.0,
  ""n_gpu"": 1,
  ""tensor_parallelism"": 1
}",custom accelerator,118.0,2765.0,96.0,1,"1
","2025-10-13 14:06:50.000
    9
    2025-10-13 14:06:51.000
    18
    2025-10-13 14:06:52.000
    22
    2025-10-13 14:06:53.000
    9
    2025-10-13 14:06:54.000
    14
    2025-10-13 14:06:55.000
    6
    2025-10-13 14:06:56.000
    6
    2025-10-13 14:06:57.000
    6
    2025-10-13 14:06:58.000
    7
    2025-10-13 14:06:59.000
    16
    2025-10-13 14:07:00.000
    7","2025-10-13 14:06:50.000
    347
    2025-10-13 14:06:51.000
    88.4
    2025-10-13 14:06:52.000
    186
    2025-10-13 14:06:53.000
    109
    2025-10-13 14:06:54.000
    166
    2025-10-13 14:06:55.000
    108
    2025-10-13 14:06:56.000
    410
    2025-10-13 14:06:57.000
    199
    2025-10-13 14:06:58.000
    223
    2025-10-13 14:06:59.000
    323
    2025-10-13 14:07:00.000
    496",0.880,1,MagaEngine (Ant Group) / Custom FT-based,"A MixtBStars 43B-parameter model optimized for query-to-large-model recommendation sessions in e-commerce scenarios. It executes no-thought reasoning for real-time session-based recommendations using supervised fine-tuning (SFT), deployed on custom accelerator accelerators with RDMA support for high-throughput inference."
queryrec-session2bigmodel-tbstars-rl-na175-custom accelerator-2tp.inference-part0-5a3b28c5-b-17ba,queryrec_session2bigmodel_tbstars_rl,tbstars2_0-moe-42A3_5-instruct,5,46,"{
  ""_name_or_path"": ""/data/cpfs_0/lian/base_models/tbstars_model/008_a3.5_stage5/"",
  ""architectures"": [
    ""MixTBStarsForCausalLM""
  ],
  ""attention_bias"": true,
  ""attention_dropout"": 0.0,
  ""auto_map"": {
    ""AutoConfig"": ""configuration_mixtbstars.MixTBStarsConfig"",
    ""AutoModelForCausalLM"": ""modeling_mixtbstars.MixTBStarsForCausalLM""
  },
  ""bos_token_id"": 5,
  ""eos_token_id"": 6,
  ""expert_dropout"": 0,
  ""first_k_dense_layers"": 0,
  ""hidden_act"": ""silu"",
  ""hidden_dropout"": 0.0,
  ""hidden_size"": 2560,
  ""initializer_range"": 0.02,
  ""intermediate_size"": 1664,
  ""max_position_embeddings"": 8192,
  ""model_type"": ""mixtbstars"",
  ""num_attention_heads"": 20,
  ""num_experts_per_tok"": 6,
  ""num_hidden_layers"": 28,
  ""num_key_value_heads"": 20,
  ""num_routed_experts"": 112,
  ""num_shared_experts"": 2,
  ""output_router_logits"": true,
  ""pad_token_id"": 0,
  ""pretraining_tp"": 1,
  ""rms_norm_eps"": 1e-06,
  ""rope_scaling"": null,
  ""rope_theta"": 10000.0,
  ""router_aux_loss_coef"": 0.001,
  ""tie_word_embeddings"": false,
  ""torch_dtype"": ""float32"",
  ""transformers_version"": ""4.42.4"",
  ""use_cache"": true,
  ""vocab_size"": 128000
}",custom accelerator,419.4,1382.0,48.0,2,"2 
","2025-10-13 14:03:25.000
  11
  2025-10-13 14:03:26.000
  8
  2025-10-13 14:03:27.000
  10
  2025-10-13 14:03:28.000
  9
  2025-10-13 14:03:29.000
  12
  2025-10-13 14:03:30.000
  5
  2025-10-13 14:03:31.000
  5
  2025-10-13 14:03:32.000
  3
  2025-10-13 14:03:33.000
  4
  2025-10-13 14:03:34.000
  11
  2025-10-13 14:03:35.000
  8","22025-10-13 14:03:25.000
  118
  2025-10-13 14:03:26.000
  120
  2025-10-13 14:03:27.000
  133
  2025-10-13 14:03:28.000
  77.0
  2025-10-13 14:03:29.000
  36.5
  2025-10-13 14:03:30.000
  26.6
  2025-10-13 14:03:31.000
  44.8
  2025-10-13 14:03:32.000
  94.4
  2025-10-13 14:03:33.000
  90.0
  2025-10-13 14:03:34.000
  59.5
  2025-10-13 14:03:35.000
  41.4",0.895,2,MagaEngine (Ant Group) / Custom FT-based,"A 43B-parameter MixTStars model specialized for query recommendation in large-scale e-commerce sessions with reinforcement learning (RL) optimization, running on dual custom accelerator GPUs with tensor parallelism (TP=2), INT8/FP16 mixed precision, and RDMA-accelerated inference, supporting long sequence lengths up to 4096 tokens for high-accuracy, context-aware query suggestions."
qwen2-5-3b-instruct-na61-a10.inference-part0-0ef50278-a-6551,Qwen2.5_3B-Instruct,qwen3-8B,2,10,"{
  ""architectures"": [
    ""Qwen3ForCausalLM""
  ],
  ""attention_bias"": false,
  ""attention_dropout"": 0,
  ""bos_token_id"": 151643,
  ""eos_token_id"": 151645,
  ""head_dim"": 128,
  ""hidden_act"": ""silu"",
  ""hidden_size"": 4096,
  ""initializer_range"": 0.02,
  ""intermediate_size"": 12288,
  ""max_position_embeddings"": 40960,
  ""max_window_layers"": 36,
  ""model_type"": ""qwen3"",
  ""num_attention_heads"": 32,
  ""num_hidden_layers"": 36,
  ""num_key_value_heads"": 8,
  ""rms_norm_eps"": 0.000001,
  ""rope_scaling"": null,
  ""rope_theta"": 1000000,
  ""sliding_window"": null,
  ""tie_word_embeddings"": false,
  ""torch_dtype"": ""bfloat16"",
  ""transformers_version"": ""4.51.0"",
  ""use_cache"": true,
  ""use_sliding_window"": false,
  ""vocab_size"": 151936
}",A10,125.0,600.0,24.0,1,"1
","2025-10-09 13:10:07.000
    5
    2025-10-09 13:10:08.000
    1
    2025-10-09 13:10:09.000
    4
    2025-10-09 13:10:10.000
    4
    2025-10-09 13:10:11.000
    2
    2025-10-09 13:10:12.000
    4
    2025-10-09 13:10:13.000
    2
    2025-10-09 13:10:14.000
    3
    2025-10-09 13:10:15.000
    3
    2025-10-09 13:10:16.000
    4
    2025-10-09 13:10:17.000
    4","2025-10-09 13:10:07.000
    129
    2025-10-09 13:10:08.000
    79
    2025-10-09 13:10:09.000
    81.9
    2025-10-09 13:10:10.000
    128
    2025-10-09 13:10:11.000
    30.1
    2025-10-09 13:10:12.000
    117
    2025-10-09 13:10:13.000
    131
    2025-10-09 13:10:14.000
    64.1
    2025-10-09 13:10:15.000
    145
    2025-10-09 13:10:16.000
    55.0
    2025-10-09 13:10:17.000
    111",0.983,1,MagaEngine (Ant Group) / Custom FT-based,"A Qwen-2.5 3B model specialized for instruction-following tasks in e-commerce scenarios, running on a single A10 GPU with MagaEngine to generate accurate and context-aware responses for customer service and product recommendation applications."
qwen2-ast-sft-modelv2-kto-na61-a800.inference-part0-1f6ff837-a-f0dd,qwen2_ast_sft_modelv2_kto,qwen2-7B,18,20,"{
  ""_name_or_path"": ""local_model_path_from_pangu"",
  ""architectures"": [
    ""Qwen2ForCausalLM""
  ],
  ""attention_dropout"": 0,
  ""bos_token_id"": 2,
  ""end_token_id"": 2,
  ""eos_token_id"": 2,
  ""hidden_act"": ""silu"",
  ""hidden_size"": 4096,
  ""initializer_range"": 0.02,
  ""intermediate_size"": 13440,
  ""max_position_embeddings"": 65536,
  ""max_window_layers"": 28,
  ""model_type"": ""qwen2"",
  ""num_attention_heads"": 32,
  ""num_hidden_layers"": 32,
  ""num_key_value_heads"": 4,
  ""rms_norm_eps"": 0.00001,
  ""rope_theta"": 1000000,
  ""rotary_emb_base"": 1000000,
  ""seq_length"": 65536,
  ""sliding_window"": 65536,
  ""tie_word_embeddings"": false,
  ""torch_dtype"": ""bfloat16"",
  ""transformers_version"": ""4.38.1"",
  ""use_cache"": true,
  ""use_sliding_window"": false,
  ""vocab_size"": 92304
}",A800,312.0,2039.0,80.0,1,"1
","2025-10-10 16:11:36.000
  0.999
  2025-10-10 16:11:37.000
  0.999
  2025-10-10 16:11:38.000
  2.00
  2025-10-10 16:11:39.000
  0
  2025-10-10 16:11:40.000
  0.998
  2025-10-10 16:11:41.000
  0
  2025-10-10 16:11:42.000
  2.00
  2025-10-10 16:11:43.000
  0.999
  2025-10-10 16:11:44.000
  0.999
  2025-10-10 16:11:45.000
  0
  2025-10-10 16:11:46.000
  0.999","2025-10-10 16:11:40
    463",0.510 ,1,MagaEngine (Ant Group) / Custom FT-based,"This is a Qwen2-7B model service deployed for inference on NVIDIA A800 GPUs with 4 CPU cores, 30GiB memory, and FP16 precision, utilizing vLLM with 1-GPU tensor parallelism in a Kubernetes environment with FUSE-based remote model loading for enterprise-level language tasks like text generation and dialogue systems."
qwen2p5-3b-servicetrace-front-v250630-na61-l20.inference-part0-558a345e-b-1561,qwen2p5_3b_serviceTrace_front_v250630,qwen2.5-3B-instruct,13,22.5,"{
  ""architectures"": [
    ""Qwen2ForCausalLM""
  ],
  ""attention_dropout"": 0,
  ""bos_token_id"": 151643,
  ""eos_token_id"": 151645,
  ""hidden_act"": ""silu"",
  ""hidden_size"": 2048,
  ""initializer_range"": 0.02,
  ""intermediate_size"": 11008,
  ""max_position_embeddings"": 32768,
  ""max_window_layers"": 70,
  ""model_type"": ""qwen2"",
  ""num_attention_heads"": 16,
  ""num_hidden_layers"": 36,
  ""num_key_value_heads"": 2,
  ""rms_norm_eps"": 0.000001,
  ""rope_theta"": 1000000,
  ""sliding_window"": 32768,
  ""tie_word_embeddings"": true,
  ""torch_dtype"": ""bfloat16"",
  ""transformers_version"": ""4.43.1"",
  ""use_cache"": true,
  ""use_sliding_window"": false,
  ""vocab_size"": 151936
}",L20,119.5,864.0,48.0,1,"1
","2025-10-10 12:57:03.000
    0.999
    2025-10-10 12:57:04.000
    2.00
    2025-10-10 12:57:05.000
    0.999
    2025-10-10 12:57:06.000
    0.999
    2025-10-10 12:57:07.000
    2.00
    2025-10-10 12:57:08.000
    2.00
    2025-10-10 12:57:09.000
    2.00
    2025-10-10 12:57:10.000
    0
    2025-10-10 12:57:11.000
    2.00
    2025-10-10 12:57:12.000
    0
    2025-10-10 12:57:13.000
    4.00","2025-10-10 12:57:03.000
    31.4
    2025-10-10 12:57:04.000
    27.5
    2025-10-10 12:57:05.000
    41.1
    2025-10-10 12:57:07.000
    142
    2025-10-10 12:57:08.000
    1.17
    2025-10-10 12:57:09.000
    45.6
    2025-10-10 12:57:10.000
    1
    2025-10-10 12:57:11.000
    44.5
    2025-10-10 12:57:12.000
    1
    2025-10-10 12:57:13.000
    90.3",0.550,1,MagaEngine (Ant Group) / Custom FT-based,"This is a Qwen2.5-3B inference service deployed on L20 GPUs with 1-GPU tensor parallelism (TP=1) for service trace and recommendation tasks, optimized for low-latency batch inference with FP16/INT8 quantization, PagedAttention, and FUSE-based remote model loading in a Kubernetes environment with GPU resource isolation and backup pod redundancy."
qwen2p5-3b-servicetrace-front-v250630-na61-l20.inference-part0-6c11fea3-b-136d,qwen2p5_3b_serviceTrace_front_v250630,qwen2.5-3B-instruct,13,26,"{
  ""architectures"": [
    ""Qwen2ForCausalLM""
  ],
  ""attention_dropout"": 0,
  ""bos_token_id"": 151643,
  ""eos_token_id"": 151645,
  ""hidden_act"": ""silu"",
  ""hidden_size"": 2048,
  ""initializer_range"": 0.02,
  ""intermediate_size"": 11008,
  ""max_position_embeddings"": 32768,
  ""max_window_layers"": 70,
  ""model_type"": ""qwen2"",
  ""num_attention_heads"": 16,
  ""num_hidden_layers"": 36,
  ""num_key_value_heads"": 2,
  ""rms_norm_eps"": 0.000001,
  ""rope_theta"": 1000000,
  ""sliding_window"": 32768,
  ""tie_word_embeddings"": true,
  ""torch_dtype"": ""bfloat16"",
  ""transformers_version"": ""4.43.1"",
  ""use_cache"": true,
  ""use_sliding_window"": false,
  ""vocab_size"": 151936
}",L20,119.5,864.0,48.0,1,"1
","2025-10-12 11:14:32.000
        0.999
        2025-10-12 11:14:33.000
        2.00
        2025-10-12 11:14:34.000
        0.999
        2025-10-12 11:14:35.000
        2.00
        2025-10-12 11:14:36.000
        0.999
        2025-10-12 11:14:37.000
        0.998
        2025-10-12 11:14:38.000
        0.999
        2025-10-12 11:14:39.000
        0
        2025-10-12 11:14:40.000
        2.00
        2025-10-12 11:14:41.000
        0
        2025-10-12 11:14:42.000
        0","2025-10-12 11:14:32.000
        79.1
        2025-10-12 11:14:33.000
        127
        2025-10-12 11:14:34.000
        40.9
        2025-10-12 11:14:35.000
        147
        2025-10-12 11:14:36.000
        46.0
        2025-10-12 11:14:37.000
        1
        2025-10-12 11:14:38.000
        93.5
        2025-10-12 11:14:39.000
        422
        2025-10-12 11:14:40.000
        1.86",0.450,1,MagaEngine (Ant Group) / Custom FT-based,"This is a Qwen2.5-3B inference service deployed on L20 GPUs with 1-GPU tensor parallelism (TP=1) for service trace and recommendation tasks, optimized for low-latency batch inference with FP16/INT8 quantization, PagedAttention, and FUSE-based remote model loading in a Kubernetes environment with GPU resource isolation and backup pod redundancy."
qwen2p5-3b-servicetrace-front-v250630-na61-l20.inference-part0-75061cb7-b-dc9b,qwen2p5_3b_serviceTrace_front_v250630,qwen2.5-3B-instruct,13,25,"{
  ""architectures"": [
    ""Qwen2ForCausalLM""
  ],
  ""attention_dropout"": 0,
  ""bos_token_id"": 151643,
  ""eos_token_id"": 151645,
  ""hidden_act"": ""silu"",
  ""hidden_size"": 2048,
  ""initializer_range"": 0.02,
  ""intermediate_size"": 11008,
  ""max_position_embeddings"": 32768,
  ""max_window_layers"": 70,
  ""model_type"": ""qwen2"",
  ""num_attention_heads"": 16,
  ""num_hidden_layers"": 36,
  ""num_key_value_heads"": 2,
  ""rms_norm_eps"": 0.000001,
  ""rope_theta"": 1000000,
  ""sliding_window"": 32768,
  ""tie_word_embeddings"": true,
  ""torch_dtype"": ""bfloat16"",
  ""transformers_version"": ""4.43.1"",
  ""use_cache"": true,
  ""use_sliding_window"": false,
  ""vocab_size"": 151936
}",L20,119.5,864.0,48.0,1,"1
","2025-10-09 19:04:26.000
    0
    2025-10-09 19:04:27.000
    2
    2025-10-09 19:04:28.000
    0
    2025-10-09 19:04:29.000
    6
    2025-10-09 19:04:30.000
    4
    2025-10-09 19:04:31.000
    1
    2025-10-09 19:04:32.000
    3
    2025-10-09 19:04:33.000
    1
    2025-10-09 19:04:34.000
    1
    2025-10-09 19:04:35.000
    5
    2025-10-09 19:04:36.000
    1","2025-10-09 19:04:27.000
    115
    2025-10-09 19:04:28.000
    101
    2025-10-09 19:04:29.000
    169
    2025-10-09 19:04:30.000
    78.8
    2025-10-09 19:04:31.000
    26.8
    2025-10-09 19:04:32.000
    23.8
    2025-10-09 19:04:33.000
    38.1
    2025-10-09 19:04:34.000
    53.7
    2025-10-09 19:04:35.000
    67.7
    2025-10-09 19:04:36.000
    54.2",0.535,1,MagaEngine (Ant Group) / Custom FT-based,"A Qwen-2.5 3B model specialized for service trace analysis in customer support scenarios, running on a single L20 GPU with MagaEngine to analyze user interaction traces and generate structured insights for improving service quality."
qwen2p5-3b-servicetrace-front-v250630-na61-l20.inference-part0-75061cb7-b-dc9b,qwen2p5_3b_serviceTrace_front_v250630,qwen2.5-3B-instruct,13,29,"{
  ""architectures"": [
    ""Qwen2ForCausalLM""
  ],
  ""attention_dropout"": 0,
  ""bos_token_id"": 151643,
  ""eos_token_id"": 151645,
  ""hidden_act"": ""silu"",
  ""hidden_size"": 2048,
  ""initializer_range"": 0.02,
  ""intermediate_size"": 11008,
  ""max_position_embeddings"": 32768,
  ""max_window_layers"": 70,
  ""model_type"": ""qwen2"",
  ""num_attention_heads"": 16,
  ""num_hidden_layers"": 36,
  ""num_key_value_heads"": 2,
  ""rms_norm_eps"": 0.000001,
  ""rope_theta"": 1000000,
  ""sliding_window"": 32768,
  ""tie_word_embeddings"": true,
  ""torch_dtype"": ""bfloat16"",
  ""transformers_version"": ""4.43.1"",
  ""use_cache"": true,
  ""use_sliding_window"": false,
  ""vocab_size"": 151936
}",L20,119.0,864.0,48.0,1,"1
","2025-10-11 19:46:13.000
    1
    2025-10-11 19:46:14.000
    1
    2025-10-11 19:46:15.000
    3
    2025-10-11 19:46:16.000
    0
    2025-10-11 19:46:17.000
    3
    2025-10-11 19:46:18.000
    2
    2025-10-11 19:46:19.000
    0
    2025-10-11 19:46:20.000
    3
    2025-10-11 19:46:21.000
    1
    2025-10-11 19:46:22.000
    2
    2025-10-11 19:46:23.000
    1","2025-10-11 19:46:13.000
    68.3
    2025-10-11 19:46:14.000
    64.2
    2025-10-11 19:46:15.000
    21
    2025-10-11 19:46:17.000
    115
    2025-10-11 19:46:18.000
    59.1
    2025-10-11 19:46:19.000
    203
    2025-10-11 19:46:20.000
    21.0
    2025-10-11 19:46:21.000
    125
    2025-10-11 19:46:22.000
    52.6
    2025-10-11 19:46:23.000
    1",0.7,1,MagaEngine (Ant Group) / Custom FT-based,"A Qwen-2.5 3B model, fine-tuned with SFT and a LoRA adapter for analyzing user service traces in a front-end AlimeLLM application. It runs on a single L20 GPU, leveraging MagaEngine for real-time inference."
qwen3-14b-yizhang-test-ea119-custom accelerator.inference-part0-29ea89e8-a-a9ef,qwen3_14b_yizhang_test,Qwen3-14B,32,86,"{
  ""architectures"": [
    ""Qwen3ForCausalLM""
  ],
  ""attention_bias"": false,
  ""attention_dropout"": 0,
  ""bos_token_id"": 151643,
  ""eos_token_id"": 151645,
  ""head_dim"": 128,
  ""hidden_act"": ""silu"",
  ""hidden_size"": 5120,
  ""initializer_range"": 0.02,
  ""intermediate_size"": 25600,
  ""max_position_embeddings"": 40960,
  ""max_window_layers"": 64,
  ""model_type"": ""qwen3"",
  ""num_attention_heads"": 64,
  ""num_hidden_layers"": 64,
  ""num_key_value_heads"": 8,
  ""rms_norm_eps"": 0.000001,
  ""rope_scaling"": null,
  ""rope_theta"": 1000000,
  ""sliding_window"": null,
  ""tie_word_embeddings"": false,
  ""torch_dtype"": ""bfloat16"",
  ""transformers_version"": ""4.51.2"",
  ""use_cache"": false,
  ""use_sliding_window"": false,
  ""vocab_size"": 151936
}",custom accelerator,118.0,2765.0,96.0,1,"1
","2025-10-12 10:34:13.000
    2
    2025-10-12 10:34:14.000
    4
    2025-10-12 10:34:15.000
    3
    2025-10-12 10:34:16.000
    1
    2025-10-12 10:34:17.000
    5
    2025-10-12 10:34:18.000
    2
    2025-10-12 10:34:19.000
    2
    2025-10-12 10:34:20.000
    6
    2025-10-12 10:34:21.000
    2
    2025-10-12 10:34:22.000
    3
    2025-10-12 10:34:23.000
    1","2025-10-12 10:34:13.000
    8.17
    2025-10-12 10:34:14.000
    10.7
    2025-10-12 10:34:15.000
    5.92
    2025-10-12 10:34:16.000
    14.4
    2025-10-12 10:34:17.000
    7.18
    2025-10-12 10:34:18.000
    11.2
    2025-10-12 10:34:19.000
    7.44
    2025-10-12 10:34:20.000
    27.4
    2025-10-12 10:34:21.000
    7.05
    2025-10-12 10:34:22.000
    8.80
    2025-10-12 10:34:23.000
    4.29",0.72,1,MagaEngine (Ant Group) / Custom FT-based,"An SFT fine-tuned Qwen3-14B model for the 'Yizhang' test project, specialized in generating imitation-based recommendation reasons for 'guess you like' e-commerce scenarios. It runs on a single custom accelerator GPU, leveraging MagaEngine for efficient real-time inference."
qwen3-14b-yizhang-test-ea119-custom accelerator.inference-part0-3be38692-a-32fe,qwen3_14b_yizhang_test,Qwen3-14B,32,86,"{
  ""architectures"": [
    ""Qwen3ForCausalLM""
  ],
  ""attention_bias"": false,
  ""attention_dropout"": 0,
  ""bos_token_id"": 151643,
  ""eos_token_id"": 151645,
  ""head_dim"": 128,
  ""hidden_act"": ""silu"",
  ""hidden_size"": 5120,
  ""initializer_range"": 0.02,
  ""intermediate_size"": 25600,
  ""max_position_embeddings"": 40960,
  ""max_window_layers"": 64,
  ""model_type"": ""qwen3"",
  ""num_attention_heads"": 64,
  ""num_hidden_layers"": 64,
  ""num_key_value_heads"": 8,
  ""rms_norm_eps"": 0.000001,
  ""rope_scaling"": null,
  ""rope_theta"": 1000000,
  ""sliding_window"": null,
  ""tie_word_embeddings"": false,
  ""torch_dtype"": ""bfloat16"",
  ""transformers_version"": ""4.51.2"",
  ""use_cache"": false,
  ""use_sliding_window"": false,
  ""vocab_size"": 151936
}",custom accelerator,118.0,2765.0,96.0,1,"1
","2025-10-11 15:20:35.000
    4
    2025-10-11 15:20:36.000
    3
    2025-10-11 15:20:37.000
    3
    2025-10-11 15:20:38.000
    2
    2025-10-11 15:20:39.000
    2
    2025-10-11 15:20:40.000
    1
    2025-10-11 15:20:41.000
    1
    2025-10-11 15:20:42.000
    5
    2025-10-11 15:20:43.000
    2
    2025-10-11 15:20:44.000
    1
    2025-10-11 15:20:45.000
    5","2025-10-11 15:20:35.000
    7.74
    2025-10-11 15:20:36.000
    18.4
    2025-10-11 15:20:37.000
    13.4
    2025-10-11 15:20:38.000
    4.17
    2025-10-11 15:20:39.000
    5
    2025-10-11 15:20:40.000
    6.09
    2025-10-11 15:20:41.000
    16.2
    2025-10-11 15:20:42.000
    13.5
    2025-10-11 15:20:43.000
    5.62
    2025-10-11 15:20:44.000
    28.4
    2025-10-11 15:20:45.000
    6.65",0.96,1,MagaEngine (Ant Group) / Custom FT-based,"An SFT fine-tuned Qwen3-14B model for the 'Yizhang' test project, specialized in generating imitation-based recommendation reasons for 'guess you like' e-commerce scenarios. It runs on a single custom accelerator GPU, leveraging MagaEngine for efficient real-time inference."
qwen3-32b-for-omega-na175-h20-2tp-gspot.inference-part0-c89f5475-a-f8ec,Qwen3-32B_for_omega,qwen3-32b,50,380,"{
  ""architectures"": [
    ""Qwen3ForCausalLM""
  ],
  ""attention_bias"": false,
  ""attention_dropout"": 0,
  ""bos_token_id"": 151643,
  ""eos_token_id"": 151645,
  ""head_dim"": 128,
  ""hidden_act"": ""silu"",
  ""hidden_size"": 5120,
  ""initializer_range"": 0.02,
  ""intermediate_size"": 25600,
  ""max_position_embeddings"": 40960,
  ""max_window_layers"": 64,
  ""model_type"": ""qwen3"",
  ""num_attention_heads"": 64,
  ""num_hidden_layers"": 64,
  ""num_key_value_heads"": 8,
  ""rms_norm_eps"": 0.000001,
  ""rope_scaling"": null,
  ""rope_theta"": 1000000,
  ""sliding_window"": null,
  ""tie_word_embeddings"": false,
  ""torch_dtype"": ""bfloat16"",
  ""transformers_version"": ""4.51.0"",
  ""use_cache"": true,
  ""use_sliding_window"": false,
  ""vocab_size"": 151936
}",H20,148.0,4022.0,96.0,2,"2
","2025-10-10 17:00:07.000
    0
    2025-10-10 17:00:08.000
    0
    2025-10-10 17:00:09.000
    0
    2025-10-10 17:00:10.000
    1
    2025-10-10 17:00:11.000
    3
    2025-10-10 17:00:12.000
    0
    2025-10-10 17:00:13.000
    2
    2025-10-10 17:00:14.000
    1
    2025-10-10 17:00:15.000
    1
    2025-10-10 17:00:16.000
    0
    2025-10-10 17:00:17.000
    0","2025-10-10 17:00:08.000
    3.73 K
    2025-10-10 17:00:09.000
    125
    2025-10-10 17:00:10.000
    123
    2025-10-10 17:00:11.000
    116
    2025-10-10 17:00:12.000
    3.19 K
    2025-10-10 17:00:13.000
    241
    2025-10-10 17:00:14.000
    342
    2025-10-10 17:00:15.000
    199
    2025-10-10 17:00:16.000
    540
    2025-10-10 17:00:17.000
    1.34 K",0.990,2,MagaEngine (Ant Group) / Custom FT-based,"A Qwen3-32B model optimized for batch inference in Omega_Batch e-commerce recommendation scenarios. It performs large-scale item-grained reasoning with 30B parameter scale using dual H20 GPUs via MagaEngine, supporting FP16/bf16 precision and tensor parallelism (TP_SIZE=2) for high-throughput inference."
qwen3-32b-for-omega-na61-h20-2tp-spot.inference-part0-a9ca7487-a-acf8,Qwen3-32B_for_omega,Qwen3-32B,50,144,"{
  ""architectures"": [
    ""Qwen3ForCausalLM""
  ],
  ""attention_bias"": false,
  ""attention_dropout"": 0,
  ""bos_token_id"": 151643,
  ""eos_token_id"": 151645,
  ""head_dim"": 128,
  ""hidden_act"": ""silu"",
  ""hidden_size"": 5120,
  ""initializer_range"": 0.02,
  ""intermediate_size"": 25600,
  ""max_position_embeddings"": 40960,
  ""max_window_layers"": 64,
  ""model_type"": ""qwen3"",
  ""num_attention_heads"": 64,
  ""num_hidden_layers"": 64,
  ""num_key_value_heads"": 8,
  ""rms_norm_eps"": 0.000001,
  ""rope_scaling"": null,
  ""rope_theta"": 1000000,
  ""sliding_window"": null,
  ""tie_word_embeddings"": false,
  ""torch_dtype"": ""bfloat16"",
  ""transformers_version"": ""4.51.0"",
  ""use_cache"": true,
  ""use_sliding_window"": false,
  ""vocab_size"": 151936
}",H20,148.0,4022.0,96.0,2,"2
","2025-10-12 11:42:36.000
        0.999
        2025-10-12 11:42:37.000
        0.999
        2025-10-12 11:42:38.000
        0
        2025-10-12 11:42:39.000
        2.00
        2025-10-12 11:42:40.000
        0.999
        2025-10-12 11:42:41.000
        0
        2025-10-12 11:42:42.000
        0.999
        2025-10-12 11:42:43.000
        0.998
        2025-10-12 11:42:44.000
        0
        2025-10-12 11:42:45.000
        0
        2025-10-12 11:42:46.000
        0","2025-10-12 11:42:36.000
        115
        2025-10-12 11:42:37.000
        87.1
        2025-10-12 11:42:38.000
        63.1
        2025-10-12 11:42:39.000
        128
        2025-10-12 11:42:40.000
        88.0
        2025-10-12 11:42:41.000
        63
        2025-10-12 11:42:42.000
        90.9
        2025-10-12 11:42:43.000
        84.5
        2025-10-12 11:42:44.000
        64
        2025-10-12 11:42:45.000
        64
        2025-10-12 11:42:46.000
        64",0.990,2,MagaEngine (Ant Group) / Custom FT-based,"This is a Qwen3-32B inference service deployed on H20 GPUs with 2-Tensor Parallelism (TP=2) for long-context LLM tasks, optimized for enterprise document fusion (e.g., PDFUSION) and high-throughput batch inference. It leverages FP16/INT8 quantization, PagedAttention, and FUSE-based remote model loading in a Kubernetes environment with GPU resource isolation and spot instance optimization."
